v4_3,Data Marking,CV,CI+/-,calendar-years,Time,administrative-geography,Geography,sexual-orientation,SexualOrientation,unit-of-measure,UnitOfMeasure
,x,x,x,2012,2012,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
3.3,,a,0.2,2019,2019,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
284,,b,28,2017,2017,E92000001,England,other,Other,number,Number
94.4,,a,0.2,2018,2018,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
139,,b,17,2014,2014,E92000001,England,other,Other,number,Number
41793,,a,85,2016,2016,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
553,,a,42,2016,2016,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
41987,,a,86,2017,2017,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
1231,,a,66,2018,2018,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
41812,,a,108,2019,2019,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
1472,,a,74,2019,2019,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E92000001,England,other,Other,percentage,Percentage
1.1,,a,0.1,2019,2019,E92000001,England,bisexual,Bisexual,percentage,Percentage
0.6,,b,0.1,2016,2016,E92000001,England,other,Other,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.9,,b,0.1,2018,2018,E92000001,England,bisexual,Bisexual,percentage,Percentage
0.3,,b,0,2014,2014,E92000001,England,other,Other,percentage,Percentage
0.6,,b,0.1,2015,2015,E92000001,England,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,other,Other,number,Number
,x,x,x,2012,2012,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E92000001,England,bisexual,Bisexual,percentage,Percentage
1247,,a,55,2014,2014,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
515,,a,39,2015,2015,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
41252,,a,73,2014,2014,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
2.9,,a,0.1,2014,2014,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.2,,a,0.1,2015,2015,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
94.8,,a,0.2,2016,2016,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.4,,a,0.1,2017,2017,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.6,,a,0.1,2019,2019,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2013,2013,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000007,London,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000007,London,other,Other,number,Number
6336,,a,36,2015,2015,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
45,,c,12,2017,2017,E12000007,London,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000007,London,bisexual,Bisexual,number,Number
278,,b,29,2016,2016,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
51,,c,13,2018,2018,E12000007,London,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
138,,b,21,2015,2015,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
6403,,a,40,2016,2016,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
51,,c,12,2014,2014,E12000007,London,bisexual,Bisexual,number,Number
149,,b,23,2016,2016,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
21,,c,7,2014,2014,E12000007,London,other,Other,number,Number
241,,b,30,2017,2017,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
45,,c,13,2016,2016,E12000007,London,bisexual,Bisexual,number,Number
28,,c,7,2015,2015,E12000007,London,other,Other,number,Number
289,,a,26,2015,2015,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
0.3,,c,0.1,2014,2014,E12000007,London,other,Other,percentage,Percentage
92.7,,a,0.5,2015,2015,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.1,,b,0.3,2017,2017,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
88.9,,a,0.8,2019,2019,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
92.5,,a,0.5,2014,2014,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
4.2,,a,0.4,2015,2015,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
299,,a,28,2014,2014,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
36,,c,11,2016,2016,E12000007,London,other,Other,number,Number
93.2,,a,0.6,2017,2017,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
6.5,,a,0.6,2019,2019,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.7,,c,0.2,2019,2019,E12000007,London,other,Other,percentage,Percentage
87,,c,21,2019,2019,E12000007,London,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
92.7,,a,0.6,2016,2016,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
6472,,a,42,2017,2017,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
2.2,,b,0.3,2016,2016,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
466,,a,42,2019,2019,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
1.9,,b,0.3,2014,2014,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2,,b,0.3,2015,2015,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
4.4,,a,0.4,2014,2014,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,other,Other,number,Number
,x,x,x,2013,2013,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
47,,c,13,2015,2015,E12000007,London,bisexual,Bisexual,number,Number
6455,,a,48,2018,2018,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
144,,b,23,2017,2017,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
42,,c,13,2017,2017,E12000007,London,other,Other,number,Number
0.6,,c,0.2,2016,2016,E12000007,London,bisexual,Bisexual,percentage,Percentage
0.6,,c,0.2,2017,2017,E12000007,London,bisexual,Bisexual,percentage,Percentage
3.5,,b,0.4,2017,2017,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.7,,c,0.2,2018,2018,E12000007,London,other,Other,percentage,Percentage
2.6,,c,0.5,2019,2019,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
184,,c,36,2019,2019,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
4,,b,0.4,2016,2016,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
131,,b,19,2014,2014,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
0.7,,c,0.2,2014,2014,E12000007,London,bisexual,Bisexual,percentage,Percentage
52,,c,14,2018,2018,E12000007,London,other,Other,number,Number
347,,b,37,2018,2018,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
6326,,a,58,2019,2019,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
0.6,,c,0.2,2017,2017,E12000007,London,other,Other,percentage,Percentage
146,,b,27,2018,2018,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,other,Other,percentage,Percentage
4.9,,b,0.5,2018,2018,E12000007,London,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.7,,c,0.2,2015,2015,E12000007,London,bisexual,Bisexual,percentage,Percentage
0.5,,c,0.2,2016,2016,E12000007,London,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000007,London,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000007,London,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000007,London,bisexual,Bisexual,percentage,Percentage
0.4,,c,0.1,2015,2015,E12000007,London,other,Other,percentage,Percentage
6240,,a,36,2014,2014,E12000007,London,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000007,London,other,Other,percentage,Percentage
53,,c,16,2019,2019,E12000007,London,other,Other,number,Number
91.5,,a,0.7,2018,2018,E12000007,London,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.1,,b,0.4,2018,2018,E12000007,London,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.7,,c,0.2,2018,2018,E12000007,London,bisexual,Bisexual,percentage,Percentage
1.2,,c,0.3,2019,2019,E12000007,London,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
20,,d,9,2015,2015,E12000004,East Midlands,other,Other,number,Number
3615,,a,27,2017,2017,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
7,,d,4,2014,2014,E12000004,East Midlands,other,Other,number,Number
38,,c,11,2017,2017,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
1,,c,0.3,2017,2017,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.2,,c,0.3,2017,2017,E12000004,East Midlands,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
31,,c,10,2014,2014,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
0.9,,c,0.3,2019,2019,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
3586,,a,25,2016,2016,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
35,,c,11,2015,2015,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
28,,c,9,2018,2018,E12000004,East Midlands,bisexual,Bisexual,number,Number
96,,b,16,2015,2015,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
37,,c,11,2016,2016,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
95.5,,a,0.6,2015,2015,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.5,,d,0.2,2015,2015,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
96,,a,0.5,2014,2014,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
3612,,a,30,2019,2019,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,other,Other,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
3576,,a,20,2014,2014,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
95,,b,15,2014,2014,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
3588,,a,23,2015,2015,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
34,,c,9,2016,2016,E12000004,East Midlands,other,Other,number,Number
114,,b,18,2016,2016,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
46,,c,11,2017,2017,E12000004,East Midlands,other,Other,number,Number
0.9,,c,0.2,2016,2016,E12000004,East Midlands,other,Other,percentage,Percentage
94.5,,a,0.7,2017,2017,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.2,,c,0.5,2018,2018,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
93.7,,a,0.8,2019,2019,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
3,,b,0.5,2016,2016,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.2,,c,0.3,2018,2018,E12000004,East Midlands,other,Other,percentage,Percentage
1.4,,c,0.4,2018,2018,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,bisexual,Bisexual,number,Number
0.8,,c,0.3,2014,2014,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.6,,d,0.2,2016,2016,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
86,,c,17,2018,2018,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,other,Other,percentage,Percentage
0.4,,c,0.1,2014,2014,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
2.5,,b,0.4,2014,2014,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
94.5,,a,0.6,2016,2016,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.9,,c,0.3,2017,2017,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
23,,d,9,2016,2016,E12000004,East Midlands,bisexual,Bisexual,number,Number
0.2,,d,0.1,2014,2014,E12000004,East Midlands,other,Other,percentage,Percentage
55,,c,14,2018,2018,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
0.5,,d,0.2,2015,2015,E12000004,East Midlands,other,Other,percentage,Percentage
33,,c,10,2019,2019,E12000004,East Midlands,other,Other,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,other,Other,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,other,Other,number,Number
70,,c,19,2019,2019,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
33,,c,12,2017,2017,E12000004,East Midlands,bisexual,Bisexual,number,Number
47,,c,12,2018,2018,E12000004,East Midlands,other,Other,number,Number
2.8,,b,0.5,2019,2019,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
33,,c,10,2019,2019,E12000004,East Midlands,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
15,,c,5,2014,2014,E12000004,East Midlands,bisexual,Bisexual,number,Number
95,,c,19,2017,2017,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
3618,,a,27,2018,2018,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
106,,b,18,2019,2019,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
94.3,,a,0.7,2018,2018,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.6,,b,0.4,2015,2015,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
19,,d,8,2015,2015,E12000004,East Midlands,bisexual,Bisexual,number,Number
0.9,,c,0.3,2015,2015,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1,,c,0.3,2016,2016,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2.5,,c,0.5,2017,2017,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.8,,c,0.5,2019,2019,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.7,,c,0.2,2018,2018,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.9,,c,0.3,2019,2019,E12000004,East Midlands,other,Other,percentage,Percentage
80,,c,16,2015,2015,E12000008,South East,gay-or-lesbian,Gay or lesbian,number,Number
89,,c,19,2016,2016,E12000008,South East,gay-or-lesbian,Gay or lesbian,number,Number
165,,b,24,2017,2017,E12000008,South East,dont-know-or-refuse,Don't know or refuse,number,Number
6890,,a,41,2018,2018,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000008,South East,gay-or-lesbian,Gay or lesbian,number,Number
168,,b,22,2015,2015,E12000008,South East,dont-know-or-refuse,Don't know or refuse,number,Number
109,,c,22,2017,2017,E12000008,South East,gay-or-lesbian,Gay or lesbian,number,Number
65,,c,19,2018,2018,E12000008,South East,bisexual,Bisexual,number,Number
1.6,,c,0.3,2019,2019,E12000008,South East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000008,South East,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000008,South East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E12000008,South East,bisexual,Bisexual,percentage,Percentage
20,,c,7,2014,2014,E12000008,South East,other,Other,number,Number
59,,c,14,2014,2014,E12000008,South East,bisexual,Bisexual,number,Number
98,,c,20,2018,2018,E12000008,South East,gay-or-lesbian,Gay or lesbian,number,Number
6787,,a,32,2015,2015,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,number,Number
171,,b,29,2018,2018,E12000008,South East,dont-know-or-refuse,Don't know or refuse,number,Number
0.9,,c,0.2,2014,2014,E12000008,South East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.5,,c,0.2,2017,2017,E12000008,South East,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000008,South East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
6844,,a,37,2017,2017,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,number,Number
6787,,a,46,2019,2019,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,number,Number
95.4,,a,0.4,2015,2015,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.4,,c,0.1,2015,2015,E12000008,South East,other,Other,percentage,Percentage
,x,x,x,2013,2013,E12000008,South East,dont-know-or-refuse,Don't know or refuse,number,Number
6811,,a,37,2016,2016,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,number,Number
0.9,,c,0.2,2016,2016,E12000008,South East,bisexual,Bisexual,percentage,Percentage
0.8,,c,0.2,2017,2017,E12000008,South East,bisexual,Bisexual,percentage,Percentage
1.5,,c,0.3,2017,2017,E12000008,South East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,number,Number
203,,b,28,2019,2019,E12000008,South East,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000008,South East,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000008,South East,other,Other,percentage,Percentage
114,,c,25,2019,2019,E12000008,South East,gay-or-lesbian,Gay or lesbian,number,Number
0.8,,c,0.2,2014,2014,E12000008,South East,bisexual,Bisexual,percentage,Percentage
2.4,,b,0.3,2015,2015,E12000008,South East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.2,,c,0.3,2016,2016,E12000008,South East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
95.3,,a,0.4,2014,2014,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.7,,b,0.3,2014,2014,E12000008,South East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.1,,c,0.2,2015,2015,E12000008,South East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
94.9,,a,0.5,2016,2016,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
94.9,,a,0.5,2017,2017,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000008,South East,dont-know-or-refuse,Don't know or refuse,number,Number
189,,b,23,2014,2014,E12000008,South East,dont-know-or-refuse,Don't know or refuse,number,Number
38,,c,12,2017,2017,E12000008,South East,other,Other,number,Number
97,,c,21,2019,2019,E12000008,South East,bisexual,Bisexual,number,Number
1.3,,c,0.3,2018,2018,E12000008,South East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
102,,b,19,2019,2019,E12000008,South East,other,Other,number,Number
39,,c,12,2016,2016,E12000008,South East,other,Other,number,Number
174,,b,25,2016,2016,E12000008,South East,dont-know-or-refuse,Don't know or refuse,number,Number
56,,c,16,2017,2017,E12000008,South East,bisexual,Bisexual,number,Number
35,,c,10,2018,2018,E12000008,South East,other,Other,number,Number
2.3,,b,0.3,2017,2017,E12000008,South East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,number,Number
26,,c,8,2015,2015,E12000008,South East,other,Other,number,Number
62,,c,17,2016,2016,E12000008,South East,bisexual,Bisexual,number,Number
92.9,,a,0.6,2019,2019,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.4,,b,0.3,2016,2016,E12000008,South East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2013,2013,E12000008,South East,other,Other,percentage,Percentage
2.8,,b,0.4,2019,2019,E12000008,South East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000008,South East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.5,,c,0.2,2016,2016,E12000008,South East,other,Other,percentage,Percentage
,x,x,x,2013,2013,E12000008,South East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E12000008,South East,other,Other,number,Number
,x,x,x,2012,2012,E12000008,South East,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000008,South East,bisexual,Bisexual,percentage,Percentage
0.8,,c,0.2,2015,2015,E12000008,South East,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000008,South East,other,Other,number,Number
6720,,a,30,2014,2014,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,number,Number
0.3,,c,0.1,2014,2014,E12000008,South East,other,Other,percentage,Percentage
67,,c,13,2014,2014,E12000008,South East,gay-or-lesbian,Gay or lesbian,number,Number
54,,c,14,2015,2015,E12000008,South East,bisexual,Bisexual,number,Number
94.9,,a,0.6,2018,2018,E12000008,South East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.5,,c,0.1,2018,2018,E12000008,South East,other,Other,percentage,Percentage
2.4,,b,0.4,2018,2018,E12000008,South East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.9,,c,0.3,2018,2018,E12000008,South East,bisexual,Bisexual,percentage,Percentage
1.3,,c,0.3,2019,2019,E12000008,South East,bisexual,Bisexual,percentage,Percentage
1.4,,b,0.3,2019,2019,E12000008,South East,other,Other,percentage,Percentage
,x,x,x,2013,2013,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
4,,d,2,2014,2014,E12000001,North East,bisexual,Bisexual,number,Number
30,,b,6,2016,2016,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
24,,c,6,2018,2018,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
22,,d,10,2019,2019,E12000001,North East,bisexual,Bisexual,number,Number
26,,c,6,2015,2015,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
1.2,,c,0.3,2017,2017,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,d,0.2,2017,2017,E12000001,North East,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000001,North East,other,Other,number,Number
,x,x,x,2012,2012,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000001,North East,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,other,Other,number,Number
,x,x,x,2013,2013,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000001,North East,bisexual,Bisexual,number,Number
3,,d,2,2015,2015,E12000001,North East,other,Other,number,Number
1.2,,c,0.3,2019,2019,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
30,,c,7,2017,2017,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
2073,,a,11,2017,2017,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2061,,a,10,2015,2015,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
33,,b,6,2015,2015,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
5,,d,3,2016,2016,E12000001,North East,bisexual,Bisexual,number,Number
96.9,,a,0.5,2015,2015,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.2,,c,0.4,2016,2016,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.1,,c,0.3,2018,2018,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1,,d,0.5,2019,2019,E12000001,North East,bisexual,Bisexual,percentage,Percentage
2070,,a,10,2016,2016,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
96.9,,a,0.5,2016,2016,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
9,,d,4,2018,2018,E12000001,North East,other,Other,number,Number
28,,c,8,2019,2019,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
1.5,,b,0.3,2015,2015,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
